,TreeID,X,Y,Radius,Error,H,h_radius,DBH,BasalA,plot_blk
17,21,6.32622918660845,-3.36035223846438,0.316977745968576,0.0002219922687003,48.783,1.3,24.9588277175657,3.39753156396556,CATCU_0044_20241022_1
18,22,-11.0306740606361,-1.64044079396267,0.284472673339504,0.0003073996314525,39.737,1.3,22.3993782987525,2.7364471361226,CATCU_0044_20241022_1
19,28,-7.05567623213499,-5.39435826123329,0.0343641704191309,0.000783643977825,38.195,1.3,2.70583477880237,0.0399316892508624,CATCU_0044_20241022_1
20,32,-4.6153825916864,-2.75728834573977,0.0682044041274699,0.0008549889474292,24.703,1.3,5.37041478099698,0.157300749733412,CATCU_0044_20241022_1
1,2,10.328789709997,2.19962332137029,0.32643917352189,0.0003549241020078,19.807,1.3,25.7038205231136,3.60338356824812,CATCU_0101_20241008_1
2,3,0.770697735448128,3.34335079907052,0.32275907718723,0.0001458638880723,24.243,1.3,25.4140497377225,3.5225963818856,CATCU_0101_20241008_1
3,4,-0.110931926005046,-4.96740326665274,0.401997208885089,0.0001779047027028,31.201,1.3,31.6532602276119,5.46452012808335,CATCU_0101_20241008_1
0,3,10.3577773067034,-4.65680765340315,0.296341403902446,0.0012167746628311,33.296,1.3,23.3339221432786,2.96954986579815,CAFKU_0148_20240718_1
2,5,7.54861174587926,7.81465879010222,0.190525699666568,0.0039526393746538,11.502,1.3,15.0019935917455,1.22747621315783,CAFKU_0148_20240718_1
3,6,7.52635059547626,-0.184759894656504,0.295046922025848,0.0003598375139402,31.103,1.3,23.2319946403153,2.94366328587349,CAFKU_0148_20240718_1
4,7,6.89179575639528,-4.56746391407818,0.145425276642854,0.0002182200361963,28.87,1.3,11.4507862828583,0.715131242427524,CAFKU_0148_20240718_1
5,8,-4.99064267394115,7.99388884329416,0.321759650977746,0.0003455530742164,30.382,1.3,25.3353549179877,3.50081465890648,CAFKU_0148_20240718_1
10,13,-0.169233354346315,10.2337040448502,0.369330992911962,0.0005233597070223,30.799,1.3,29.0811223818879,4.61251149721332,CAFKU_0148_20240718_1
11,14,-2.03872251894402,7.99339132922296,0.209912252538306,0.0025392567352603,32.542,1.3,16.5284907648662,1.48998375198311,CAFKU_0148_20240718_1
14,17,0.539401051435918,-8.72875625072589,0.199345679461032,0.0023739447668572,28.515,1.3,15.6964788007617,1.34375350253502,CAFKU_0148_20240718_1
15,18,-7.36889806618943,-4.32383486502196,0.157165035831299,0.0006595352783003,27.228,1.3,12.3751749213565,0.835252580938565,CAFKU_0148_20240718_1
21,28,-1.33503093177027,9.45083914387062,0.176974262046762,0.0025989435566832,30.901,1.3,13.934953393562,1.05907367884439,CAFKU_0148_20240718_1
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CASBC_0050_20241117_1
0,1,9.06602175348657,-5.05803894543896,0.215520499799669,0.0005956024326055,18.748,1.3,16.9700841542259,1.57066340632303,CAFKU_0142_20240717_1
1,2,7.96166881300957,-5.41424582975204,0.113155605662407,0.0010643265042049,17.683,1.3,8.90987238985789,0.432970295023372,CAFKU_0142_20240717_1
2,4,7.77751534318384,-7.44362623482897,0.143891657767722,0.0004843561149075,12.703,1.3,11.3300291326304,0.700127581037668,CAFKU_0142_20240717_1
3,5,7.45364684811533,-0.292656334506869,0.193857650723196,0.0012818451572123,9.766,1.3,15.2643514179444,1.27078431364408,CAFKU_0142_20240717_1
4,6,5.83894593788512,1.75384945364702,0.233514346882619,0.0003115372916841,14.237,1.3,18.3869196735374,1.84388185745241,CAFKU_0142_20240717_1
5,8,-0.598393983841522,5.85248635938689,0.248536392400734,0.0001529112886815,17.369,1.3,19.5697555376338,2.08874745965218,CAFKU_0142_20240717_1
6,10,4.05026052636931,0.693738073409942,0.108955274209747,0.0001226182025082,12.843,1.3,8.57913829127549,0.401423201778804,CAFKU_0142_20240717_1
7,11,-8.08082839314421,3.13505519794455,0.303385006215557,0.0004469213917103,24.568,1.3,23.888535389413,3.11239121912144,CAFKU_0142_20240717_1
8,18,5.71019722402335,0.282574401369227,0.264871295761152,0.0007555605904349,12.231,1.3,20.8559658282331,2.37233352816743,CAFKU_0142_20240717_1
9,52,4.65372093109914,-4.79349724826062,0.194739629473807,0.0024020788984373,9.879,1.3,15.3337984247676,1.28237379051268,CAFKU_0142_20240717_1
10,56,4.07113054275732,-2.04515234462193,0.0873345116869227,0.0011237039842122,11.958,1.3,6.8767194502283,0.257915680746046,CAFKU_0142_20240717_1
0,2,8.97747947952776,-2.2291711859464,0.27792935395783,0.0003599001208534,22.961,1.3,21.8841573306395,2.61200972966169,CAFKU_0157_20240716_1
1,3,3.48253078108516,1.73516132391563,0.230946322241045,0.0001040998270718,16.668,1.3,18.1847134132599,1.80354945568474,CAFKU_0157_20240716_1
2,4,-4.27928970605087,-4.16039903611016,0.260357071772352,0.0026873482572949,8.04,1.3,20.500515831355,2.29215884856383,CAFKU_0157_20240716_1
3,6,-7.79478582942951,6.01549268816915,0.336816828125609,0.0004061171546439,18.235,1.3,26.5209570466104,3.83613178119212,CAFKU_0157_20240716_1
4,8,-6.03369275788857,-3.57244332136055,0.137688287968092,0.0003368545224441,10.439,1.3,10.8415757946076,0.641061882183545,CAFKU_0157_20240716_1
1,4,9.56090476190561,-3.46799999999983,0.0108588135703718,0.0003740327173767,14.486,1.3,0.855022980531077,0.0039872246771264,CALNU_0037_20241109_1
3,7,3.51671666858951,-0.865943148047047,0.113803490495311,0.0002615482691416,16.839,1.3,8.96088684160082,0.437942526756414,CALNU_0037_20241109_1
4,8,3.241112737569,5.86009819406168,0.0955933521691933,0.0005529144707302,22.639,1.3,7.52702054980228,0.309002033199873,CALNU_0037_20241109_1
6,14,1.67987627892715,-8.64605087180397,0.0721335288010979,0.0007279857359316,19.707,1.3,5.67979405779845,0.17594637017972,CALNU_0037_20241109_1
8,21,-0.466916915876671,5.80271227442006,0.218918332517799,0.0005837662222822,27.993,1.3,17.2376295024515,1.62057903969108,CALNU_0037_20241109_1
9,24,-6.84715491203552,-0.0492176043619684,0.202973933303175,0.0007020913785343,20.805,1.3,15.982167508292,1.39311346524697,CALNU_0037_20241109_1
10,25,-0.835518824848074,-0.27166422950967,0.0485141943868062,7.86224393197143e-05,18.483,1.3,3.82000766601712,0.0795872690322148,CALNU_0037_20241109_1
12,40,-6.88219233503727,-6.54473833901896,0.134413369579404,0.0015555966631175,25.786,1.3,10.5837087206822,0.610929211610273,CALNU_0037_20241109_1
3,7,5.73244880399336,-6.20002621074691,0.103336912198352,0.0003599254167584,14.818,1.3,8.13674846649827,0.361091208760916,CALNU_0041_20241108_1
4,9,4.15807279649984,7.3076795840449,0.518458616924951,0.001285013061294,22.989,1.3,40.8234314966706,9.08937765767696,CALNU_0041_20241108_1
5,11,3.76455349933236,7.77377772654874,0.0658136411511962,0.001436692192289,22.873,1.3,5.18216610424519,0.146466327531461,CALNU_0041_20241108_1
6,12,-5.30562842051038,-1.80895312307726,0.132250218784948,0.0003196639962137,14.503,1.3,10.4133822271268,0.591423739392543,CALNU_0041_20241108_1
9,15,-0.5769187195847,-3.44535081576685,0.0938050614928855,0.0001152561252955,16.414,1.3,7.3862105419498,0.297549003051236,CALNU_0041_20241108_1
10,16,-5.8087169898387,8.18334638807117,0.378345574911025,0.0045225506615497,18.3,1.3,29.7909305684941,4.8404225137223,CALNU_0041_20241108_1
11,17,1.87308467676449,-0.625631055223101,0.249693208477017,0.0001024357266383,18.264,1.3,19.6608432354804,2.10823691920615,CALNU_0041_20241108_1
13,19,-5.4397042396402,-8.23541046188888,0.0777129576057249,0.0005352269535507,14.277,1.3,6.11911828187478,0.204217441018469,CALNU_0041_20241108_1
14,21,-0.533876039553349,-8.2927623577985,0.296536501766195,0.0004375981553013,15.018,1.3,23.3492841490702,2.97346118927451,CALNU_0041_20241108_1
15,23,-6.59817397656551,8.37987579438922,0.106930258154613,0.0008168764879684,16.586,1.3,8.41968852709426,0.386640358787963,CALNU_0041_20241108_1
16,34,4.45358520980428,-9.59321173811687,0.0504188768634938,0.0039455504232668,14.171,1.3,3.9699823642315,0.0859591848889742,CALNU_0041_20241108_1
17,40,-0.237949312410238,-10.5662838361083,0.0510002034763096,0.0027435132687975,15.339,1.3,4.01575602172462,0.0879528207074996,CALNU_0041_20241108_1
0,2,5.37531272211445,3.26201847274733,0.161511028940497,0.0021872343455835,9.916,1.3,12.7173784187747,0.882084767317816,CASBC_0002_20240910_1
1,3,5.05098921039648,-0.10853963161163,0.176770084374059,0.0012789673332424,3.734,1.3,13.9188764436134,1.05663135240236,CASBC_0002_20240910_1
2,11,3.89087468314698,0.118790741130264,0.0684237181817718,0.0004606645309632,6.041,1.3,5.38768356963271,0.158313990180358,CASBC_0002_20240910_1
3,42,7.87157063797135,2.69953952187019,0.200402189572456,0.0038421013821786,8.798,1.3,15.7796684069352,1.35803473766905,CASBC_0002_20240910_1
4,58,1.91806952005855,4.19878303463722,0.162512834926173,0.0023034782899955,8.718,1.3,12.7962606220869,0.893061335344259,CASBC_0002_20240910_1
5,91,-0.0757424770505445,4.07557893789624,0.114242088360289,0.0007263759055422,8.467,1.3,8.99542203748913,0.441324686567901,CASBC_0002_20240910_1
6,95,-2.69202575737442,-4.99940138994596,0.0791256655651238,0.00238413403141,7.11,1.3,6.23035490659785,0.211709675617864,CASBC_0002_20240910_1
7,118,2.24120368269551,-7.54153487786604,0.228631445079969,0.0018523523733643,6.965,1.3,18.0024399855968,1.76757510900257,CASBC_0002_20240910_1
8,125,0.636054782854152,2.47999968232184,0.184689929298508,0.0008634787024757,7.396,1.3,14.5424850329645,1.15343303207402,CASBC_0002_20240910_1
2,3,3.18586437094065,-10.8497947432226,0.240089560408191,0.0003319110698589,20.191,1.3,18.9046519865409,1.94918251715756,CATCU_0109_20241010_1
3,4,2.38361708178686,3.08225121672021,0.152788304759152,0.0001096657676915,16.372,1.3,12.0305511167356,0.789380109580211,CATCU_0109_20241010_1
5,6,-1.90803423161251,2.05480808717056,0.144276110499006,5.08148409869848e-05,17.835,1.3,11.3603009406918,0.703873809923649,CATCU_0109_20241010_1
6,7,-4.73674149753664,3.80859240306233,0.188095883595156,0.0001215813813664,18.302,1.3,14.8106698742826,1.19636730834965,CATCU_0109_20241010_1
7,8,0.258271205877044,11.0133749318502,0.158968272618408,0.0002245943361885,15.741,1.3,12.5171617859734,0.854529115867177,CATCU_0109_20241010_1
8,9,-1.02826685759226,-9.48026820396413,0.217128050617228,0.0012190899266456,21.341,1.3,17.0966627056005,1.59418170589911,CATCU_0109_20241010_1
9,10,-8.54439523352962,1.03495440066975,0.163521509486377,0.0001968267928129,17.987,1.3,12.8756836569573,0.904181734424046,CATCU_0109_20241010_1
10,11,-5.16578701824801,-1.05488755013783,0.167383691292526,0.0001143817214057,21.239,1.3,13.1797918523735,0.94739750498489,CATCU_0109_20241010_1
11,12,-8.09818704995582,-8.0135458384126,0.1960014448139,0.00020964582532,21.521,1.3,15.4331537646465,1.29904591036205,CATCU_0109_20241010_1
2,4,5.15461557330247,-1.36768788785028,0.134067710916806,0.0036419796272175,47.941,1.3,10.5564915575893,0.607791109385748,CATCU_0001_20240923_1
3,5,4.80702226473687,-3.45107191976326,0.270207508572188,0.0003315048107929,53.28,1.3,21.2761392249741,2.4688845431479,CATCU_0001_20240923_1
4,6,5.27056888065453,8.29245737603369,0.101866236706258,0.0010525913334327,45.92,1.3,8.02094747825076,0.350886353940067,CATCU_0001_20240923_1
5,9,-3.60041830343341,-10.5708484289,0.3046293996759,0.0005128281079017,26.929,1.3,23.9865189304804,3.13797575505411,CATCU_0001_20240923_1
6,10,-3.84072802800439,4.75761923882047,0.337666382661844,0.0003124159398057,34.66,1.3,26.5878509707936,3.85550797016293,CATCU_0001_20240923_1
7,11,4.72918773648939,-6.02104961121495,0.25940943386468,0.0002842942366879,34.917,1.3,20.4258988225049,2.2755033871251,CATCU_0001_20240923_1
1,3,2.25036555486331,7.9882077710167,0.123086042773993,0.0005414757518717,9.253,1.3,9.69179500802417,0.512299076664625,CAFKU_0092_20240804_1
2,4,2.52228312651565,-1.66928813437051,0.0923091513426132,0.000179391123971,8.142,1.3,7.26842257671736,0.288134638674869,CAFKU_0092_20240804_1
3,5,0.26719206234613,-2.1716460896284,0.0971815731750647,0.0001062150359469,9.661,1.3,7.65207707180459,0.319355062279016,CAFKU_0092_20240804_1
4,6,1.274103901205,5.4682390127296,0.0904467578500889,0.0002394988228204,8.142,1.3,7.121777713116,0.276625340854125,CAFKU_0092_20240804_1
6,9,8.15421731679224,0.34050132588962,0.306468964779668,0.0004307267670605,15.607,1.3,24.131366286751,3.17598876317159,CAFKU_0092_20240804_1
7,10,-2.42676225000999,-9.40940871676092,0.131004922833806,0.0015586640326166,10.032,1.3,10.3153276239339,0.580338236676515,CAFKU_0092_20240804_1
8,12,1.94037584545587,-3.18663319385875,0.0523778972856503,0.0002129999950852,7.959,1.3,4.1242356322721,0.0927688288284426,CAFKU_0092_20240804_1
9,14,-3.40192314422425,5.54787666870409,0.0913570555262561,0.0004443891131849,7.129,1.3,7.19345455213741,0.282221529899056,CAFKU_0092_20240804_1
10,16,3.70507756573426,-6.902556037732,0.200160606517885,0.0005219412440805,19.495,1.3,15.7606461572183,1.35476251361624,CAFKU_0092_20240804_1
11,19,3.91298482122943,8.01447506682155,0.1035474357485,0.0002028449056967,11.152,1.3,8.15332509083689,0.362563976541091,CAFKU_0092_20240804_1
12,20,7.02511333116505,-0.698336026484516,0.0844214032050111,0.0016984561191664,12.167,1.3,6.64734128836257,0.240996695396451,CAFKU_0092_20240804_1
13,22,5.5022843535672,0.417178497603986,0.0722866268661035,0.0001633546865226,17.88,1.3,5.69184899943699,0.176694029006665,CAFKU_0092_20240804_1
14,24,-1.33497406533677,-6.53237864010629,0.138463699215653,0.0003823619797684,14.339,1.3,10.9026316762405,0.648302676709176,CAFKU_0092_20240804_1
15,25,-4.56999201556962,-7.7455261874849,0.0723273064198084,0.000498224593957,7.619,1.3,5.69505210749572,0.176892955337676,CAFKU_0092_20240804_1
16,28,3.59639860735277,9.62122273965195,0.136792782947021,0.0020205987371674,8.787,1.3,10.7710637292485,0.632750248789887,CAFKU_0092_20240804_1
2,5,3.73669308590163,1.31191423263298,0.133510943300874,0.0002824731712638,24.986,1.3,10.5126516755108,0.602753419996882,CALNU_0046_20241107_1
3,6,2.18812315420528,0.765399936502697,0.752739763088894,0.0002070609357269,25.436,1.3,59.2707289456195,19.1600073153498,CALNU_0046_20241107_1
4,8,2.51983742920845,1.53365692593291,0.212063583293966,9.55512039370224e-05,24.911,1.3,16.6978865485669,1.52068109043977,CALNU_0046_20241107_1
5,9,1.88230629845387,-6.34780201866275,0.316169503275684,0.0003657139482987,22.043,1.3,24.8951866879273,3.38022732651672,CALNU_0046_20241107_1
6,10,-3.36681477916775,0.989814394049942,0.331828765863941,0.0001992939679364,30.594,1.3,26.1281970241267,3.72335133525605,CALNU_0046_20241107_1
8,12,-2.59975726488845,-1.27562788584401,0.191707003079133,0.0005571827615129,28.169,1.3,15.095009422451,1.24274467381602,CALNU_0046_20241107_1
9,13,-10.418363362824,-0.480206080289215,0.222367749181721,0.000983524912566,24.598,1.3,17.5092365705687,1.67205113425971,CALNU_0046_20241107_1
10,14,-7.40300803834764,0.796906527744399,0.150361305053397,0.0003942095582895,23.296,1.3,11.8394491599045,0.764501122659942,CALNU_0046_20241107_1
11,15,-3.75038659831028,8.49538236342854,0.135184234106143,0.0004737581687444,13.698,1.3,10.6444065935177,0.617956698485182,CALNU_0046_20241107_1
13,25,-8.56180561929864,-5.2146952371325,0.187831352369035,0.0033517347386411,22.657,1.3,14.7898406855378,1.19300461944458,CALNU_0046_20241107_1
4,6,6.84456643395007,-8.90587412378949,0.0738303236098748,0.0014815096516715,29.805,1.3,5.81339968104154,0.184321288854266,CATCU_0017_20240929_1
5,8,6.2736407150228,-9.47224093999785,0.139788322264385,0.0009581588959411,32.441,1.3,11.0069324950977,0.660766078338228,CATCU_0017_20240929_1
6,9,5.97904320682144,0.825584319665396,0.247000806400924,0.0001963277028608,33.109,1.3,19.4488434960087,2.06301647771405,CATCU_0017_20240929_1
7,10,4.96801970601692,-3.14980720735213,0.171017212846225,0.0002066252325913,38.108,1.3,13.4658953395118,0.988975659605213,CATCU_0017_20240929_1
10,13,1.98491177757171,-5.2185192148327,0.313681952836198,0.0002578113737368,36.192,1.3,24.6993169663222,3.32724683441995,CATCU_0017_20240929_1
11,14,-2.37888364689931,5.61957339788063,0.28229785640035,0.0003865581636037,34.937,1.3,22.2281332129635,2.69476634805076,CATCU_0017_20240929_1
12,15,1.59681324483732,1.53575590921516,0.334507747620573,5.73770182527838e-05,9.76,1.3,26.3391400476439,3.78371412774302,CATCU_0017_20240929_1
13,16,-9.15787081264844,-3.67448488444717,0.220780165404179,0.0002441207945136,25.757,1.3,17.3842302239251,1.64826130544936,CATCU_0017_20240929_1
15,18,-7.85157660084535,-8.14941578980234,0.318448961523432,0.0007427434693198,34.162,1.3,25.0746712303551,3.4291432548909,CATCU_0017_20240929_1
17,20,-3.3096082876031,1.80103031937546,0.135377963207486,0.0001156517304818,27.781,1.3,10.6596608229574,0.619729123765129,CATCU_0017_20240929_1
22,26,0.178950577465283,-7.22628586567674,0.28816323985257,0.0003284933801924,30.923,1.3,22.6899735059914,2.80790953206992,CATCU_0017_20240929_1
4,9,0.67665553051774,2.35431994261359,0.160375519434116,9.54295097999835e-05,11.422,1.3,12.6279684002423,0.869725305594146,CATNF_6050_20240812_1
6,11,-6.93135276144776,2.42152440374742,0.101907009428153,0.0006715024496093,11.94,1.3,8.02415792237278,0.351167299920772,CATNF_6050_20240812_1
7,12,5.05726320026435,-2.58465137665503,0.160928915569171,0.0003755718028733,12.234,1.3,12.6715428119165,0.875737856915504,CATNF_6050_20240812_1
8,13,-3.75607183535507,-3.74746915360152,0.0750004102343399,0.0001839558045971,11.163,1.3,5.90553230185192,0.190209950383853,CATNF_6050_20240812_1
9,14,9.09149876355275,0.10112591957969,0.105738574743318,0.0001507459573603,13.199,1.3,8.32585537528886,0.378070558600655,CATNF_6050_20240812_1
10,15,-4.03037117389163,-10.5191627436953,0.107064277118163,0.0007418120573191,12.105,1.3,8.43024118028418,0.387610142515219,CATNF_6050_20240812_1
11,16,3.55578092793399,0.455958816034214,0.261918767613158,0.0003193623732555,11.668,1.3,20.6234837618601,2.3197393618225,CATNF_6050_20240812_1
12,17,-9.77122683260388,-0.0795053619840247,0.195743651484713,0.0001690420103807,15.598,1.3,15.4128551179063,1.2956309851379,CATNF_6050_20240812_1
13,18,1.69014593896769,-2.50743006979706,0.148455406899034,0.0001724679495012,12.863,1.3,11.6893787392299,0.745243151736159,CATNF_6050_20240812_1
14,19,-3.15854219488104,1.75068272093036,0.191057498193733,8.41405695318785e-05,14.658,1.3,15.0438674077745,1.23433808066205,CATNF_6050_20240812_1
15,20,6.74509712870383,-1.37012363564299,0.0835744498695006,0.0002309160083819,12.305,1.3,6.58065218272448,0.23618537810008,CATNF_6050_20240812_1
16,22,1.69456424136264,0.795436200625785,0.267265176849466,0.0002975684374639,12.482,1.3,21.044460025127,2.41540914992395,CATNF_6050_20240812_1
17,23,4.72738388267188,-0.0142590404981865,0.156381575199326,0.0002385634908871,12.201,1.3,12.3134852311949,0.826945943710921,CATNF_6050_20240812_1
18,24,5.26927139233375,-4.10670216254039,0.0774546418389245,0.0003068237209787,11.48,1.3,6.09877849839691,0.202862070886861,CATNF_6050_20240812_1
19,25,-10.7834899266922,1.12778224724851,0.152218130323742,0.0017297334592727,12.849,1.3,11.9856555816914,0.783499495248863,CATNF_6050_20240812_1
20,27,0.219669010415706,-2.01362453499771,0.0789673777835633,0.0002401621333734,12.209,1.3,6.21789132667778,0.210863489089744,CATNF_6050_20240812_1
22,30,-0.569686515502893,-4.37115544352267,0.130774588219717,0.0003347811283152,12.447,1.3,10.2971910764205,0.578299313726771,CATNF_6050_20240812_1
23,31,4.91970667787418,-6.24439174028196,0.0560605728846372,0.0004647387866338,11.193,1.3,4.41420950893633,0.106272529441227,CATNF_6050_20240812_1
24,32,-2.67285537781209,-4.06176823426407,0.065983041750547,0.000797133861466,12.286,1.3,5.19550470743807,0.147221290025971,CATNF_6050_20240812_1
25,33,-0.195049052680317,-7.76096725667823,0.0504288339454385,0.0005195109911801,12.366,1.3,3.97076638486383,0.0859931399159795,CATNF_6050_20240812_1
27,37,7.88135500342992,-5.49074751958908,0.123238130649255,0.0008088211811706,12.154,1.3,9.7037704073223,0.513565875283703,CATNF_6050_20240812_1
28,38,7.46834755306092,2.81255962211972,0.0963160644758951,0.0002726700145238,13.443,1.3,7.58392691683198,0.313691977555094,CATNF_6050_20240812_1
29,40,-0.47025924163053,-9.01628667959368,0.127378656679899,0.000457898387057,12.947,1.3,10.0297954269753,0.548654927058237,CATNF_6050_20240812_1
30,43,3.79295755171023,1.55584869689538,0.10225358293104,0.0002191062766987,12.769,1.3,8.05144711999008,0.353559917159585,CATNF_6050_20240812_1
31,44,5.39870921819033,0.378739645704433,0.122425944763199,0.0002379382216188,12.482,1.3,9.6398188906543,0.506818994366133,CATNF_6050_20240812_1
32,45,-3.37459696984172,-7.79050807802906,0.164057303960931,0.0005319127795002,14.096,1.3,12.9178721138837,0.910116724410867,CATNF_6050_20240812_1
33,46,1.00372242841669,-6.73626627442196,0.0771726775849419,0.000581294472932,13.132,1.3,6.07657663303832,0.20138776962998,CATNF_6050_20240812_1
34,47,-2.49155268562745,5.6529596837506,0.0900353971760896,0.0003859129228901,9.489,1.3,7.08938717364529,0.274114824855254,CATNF_6050_20240812_1
36,49,-3.6516001809955,-4.89069444944507,0.0663405266610509,0.0002243547586566,12.34,1.3,5.22365306929115,0.148820851271869,CATNF_6050_20240812_1
37,51,10.1526484910294,-0.542772869251859,0.0694681742011293,0.0002688318078646,12.209,1.3,5.46992403659692,0.163184056141331,CATNF_6050_20240812_1
38,53,7.46737995950431,0.700363324785345,0.0203309773570658,0.0008640942850909,12.591,1.3,1.60086115709536,0.0139772736471941,CATNF_6050_20240812_1
39,54,-7.69366022505587,-8.31741021717383,0.160927982275825,0.0003004725791184,15.088,1.3,12.6714693243984,0.875727699412834,CATNF_6050_20240812_1
